project_id,title,description,crs_sector_name,sources,factiva_sources,location_details,GEO_codedUp,GEO_geojsonLink,GEO_sources,GEO_notes,Christian Notes,christian_geojson,level
54501,China sends second round of relief aid for Rohingya refugees in Bangladesh (Linked to #54502),"On 28 September 2017, a Chinese cargo plane carrying a second humanitarian aid donation from the Chinese government arrived in Chittagong, Bangladesh for displaced Rohingya refugees displaced from Myanmar. The donation included 2,000 tents and 3,000 blankets, but the financial value of this aid is unknown. The United Nations Office for the Coordination of Humanitarian Affairs (OCHA) Financial Tracking Service captures this donation in flow ID #165008. The first round of donations from the Chinese government is captured in project #54502.",Emergency Response,"https://global.factiva.com/redir/default.aspx?P=sa&an=PEODEN0020170929ed9t00013&cat=a&ep=ASE, Media Report, including Wikileaks; http://www.xinhuanet.com//english/2017-10/05/c_136658982.htm, Media Report, including Wikileaks; http://en.people.cn/n3/2017/0929/c90000-9275183.html, Media Report, including Wikileaks; https://www.thedailystar.net/world/rohingya-crisis/china-india-uk-send-750-tonnes-refugee-aid-relief-materials-myanmar-violence-1468978, Media Report, including Wikileaks; http://www.xinhuanet.com//english/2017-09/28/c_136646271.htm, Media Report, including Wikileaks; https://fts.unocha.org/flows/165008?destination=donors/2976/flows/2017%3Ff%255B0%255D%3DdestinationEmergencyIdName%253A%2521%26f%255B1%255D%3DdestinationEmergencyIdName%253A%2522704%253ABANGLADESH%2520-%2520Rohingya%2520Refugee%2520Crisis%2520%2528from%25202017%2529%2522, Other Official Source (non-Donor, non-Recipient); http://bd.china-embassy.org/chn/zmjw/t1498005.htm, Government Source (Donor/Recipient)","https://global.factiva.com/redir/default.aspx?P=sa&an=PEODEN0020170929ed9t00013&cat=a&ep=ASE, Media Report, including Wikileaks",Chittagong province,,,,Province location found in location_details,good code up,https://gist.github.com/cbaehr/dba00f7888d6b9b4639299d34d8e7eff,province
34217,Chinese Government provides 2 billion taka grant for 7th Bangladesh-China Friendship Bridge Construction Project over the Arial Khan River,"“On July 28, 2009, the Chinese Government and the Government of Bangladesh signed an agreement at the Joint Economic Commission to build the 7th Bangladesh-China Friendship Bridge. Then, the two governments signed an exchange of letters for the 7th Bangladesh-China Friendship Bridge Construction Project on May 14, 2010. The 700 meters long and 13-meter wide bridge runs over the Arial Khan (Arialkha) river along the Dhaka-Barisal highway. It is located in Kazirtek (Kazirtack) within Madaripur District and about 115km far away from the capital Dhaka.  

The purpose of constructing the bridge, which is also known locally as Kazirtack Bridge (Bangla translation: কাজিরটেক ব্রীজ), was to ease travel between Dhaka and Barisal. Of the entire bridge construction cost (2,943,014,000 taka), approximately 2,001,183,600 taka was granted by the Chinese Government. Anhui Construction Engineering Group (ACEG) was responsible for project implementation. Construction began on May 1, 2012. Project completion was originally expected on June 30, 2016. However, the project was finished ahead of schedule, and the project handover ceremony was held on August 26, 2015.  

Its exact locational coordinates are available at https://www.google.com/maps/place/Asmot+Ali+Khan+Bridge/@23.1697927,90.2329958,17z/data=!3m1!4b1!4m5!3m4!1s0x37556de94d5e9c5f:0xefd0a5ccbaaeeb9d!8m2!3d23.1697878!4d90.2351845

STAFF_NOTE: The grant funding for this project is assumed to be separate from the RMB 100 million grant from the Chinese Government— through an Economic and Technical Cooperation Agreement (ECTA) signed in 2009— that is described in Project ID #53972. The ECTA was signed in December 2009 and Bangladesh's Economic Relations Division indicates that no funding had been disbursed as of 2017, while the Chinese government committed to funding the 7th Bangladesh-China Friendship Bridge in July 2009 and fully disbursed the funding. Note that the Government of Bangladesh also uses the following titles to describe this project: Asmot Ali Khan Bangladesh-China Friendship Bridge over Arial Khan River of Madaripur (Mostafapur)-Shariatpur-Chandpur Road and 7th Bangladesh-China Friendship Bridge (Kazirtack Bridge)-Over Arial Khan River with other Three Bridge at Madaripur(Mostafapur)-Shariatpur-Chandpur Road (Madaripur Part).",Transport and Storage,"https://global-factiva-com.proxy.wm.edu/aa/?ref=UNIBAG0020090729e57s0001e&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global-factiva-com.proxy.wm.edu/aa/?ref=FNEXBD0020090804e58400008&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.rthd.gov.bd/admin/profiles/donation/rthd_10.pdf, Government Source (Donor/Recipient); http://www.plancomm.gov.bd/wp-content/uploads/2013/09/SFYP_Part-2.pdf, Government Source (Donor/Recipient); http://archive.thedailystar.net/newDesign/news-details.php?nid=99129, Media Report, including Wikileaks; http://china.org.cn/world/2012-01/04/content_24321132.htm, Media Report, including Wikileaks; http://www.thefinancialexpress-bd.com/old/2009/07/29/74687.html, Media Report, including Wikileaks; http://bd.chineseembassy.org/chn/xwdt/t894751.htm, Government Source (Donor/Recipient); http://www.icsin.org/uploads/2015/04/07/3a1f826bfc9c06bd80ae0d2d7372e535.pdf, Academic Journal Article; http://www.iosrjournals.org/iosr-jef/papers/vol3-issue1/Version-1/B03110919.pdf, Academic Journal Article; http://www.bashundharagroup.com/anhui-construction-praises-quality-of-king-brand-cement, Implementing/Intermediary Agency Source; http://hkgzaixian.com/enterprise/show/2017-04-24/541.html, Media Report, including Wikileaks; http://yws.mofcom.gov.cn/article/zt_obor/subjecte/201508/20150801089741.shtml, Government Source (Donor/Recipient); http://world.people.com.cn/n1/2017/0509/c1002-29264161.html, Media Report, including Wikileaks; http://bd.china-embassy.org/chn/xwdt/t894751.htm, Government Source (Donor/Recipient); https://img.imsilkroad.com/a/10001/201805/1526867078710.pdf, Government Source (Donor/Recipient); http://jjhzj.mofcom.gov.cn/article/y/201508/20150801095703.shtml, Government Source (Donor/Recipient); http://bd2.mofcom.gov.cn/article/bilateralcooperation/bilateralagreement/201005/20100506913230.shtml, Government Source (Donor/Recipient); https://cptu.gov.bd/advertisement-goods/details-57707.html , Government Source (Donor/Recipient); https://www.google.com/maps/place/Kazirtack+Bridge+(%E0%A6%95%E0%A6%BE%E0%A6%9C%E0%A6%BF%E0%A6%B0%E0%A6%9F%E0%A7%87%E0%A6%95+%E0%A6%AC%E0%A7%8D%E0%A6%B0%E0%A7%80%E0%A6%9C),+Madaripur+-+Dhaka+Hwy,+Bangladesh/@23.1836089,90.2387166,17z/data=!3m1!4b1!4m5!3m4!1s0x37556df3082c62b5:0xe7afea44a6976f68!8m2!3d23.183604!4d90.2409053 , Other; http://www.rhd.gov.bd/Project%20Monitoring/SingleProjectDetails.asp?SelectedProjectID=3839 , Implementing/Intermediary Agency Source; http://www.rhd.gov.bd/Project%20Monitoring/SingleProjectDetails.asp?SelectedProjectID=3845 , Implementing/Intermediary Agency Source; https://web.archive.org/web/20130318014315/http://www.atimes.com/atimes/South_Asia/ND24Df03.html , Media Report, including Wikileaks; http://www.aceg.com.cn/main/model/newinfo/newinfo.do?infoId=21248, Implementing/Intermediary Agency Source; https://en.wikipedia.org/wiki/Anhui_Construction_Engineering_Group, Other; https://en.wikipedia.org/wiki/Anhui_Construction_Engineering_Group, Other; http://www.xinhuanet.com/english/2017-05/11/c_136274644.htm, Media Report, including Wikileaks; http://en.people.cn/90883/7695209.html, Government Source (Donor/Recipient)","https://global-factiva-com.proxy.wm.edu/aa/?ref=UNIBAG0020090729e57s0001e&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global-factiva-com.proxy.wm.edu/aa/?ref=FNEXBD0020090804e58400008&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","23°10'11.3""N 90°14'06.6""E",,,http://en.people.cn/90883/7695209.html,Locations of all three districts are in the source,good,https://gist.github.com/cbaehr/74ef304d037f0f7f0c4c43f14312b364,district
34057,China donates meteorological satellite receivers to Bangladesh (Linked to #35301),"In 2006, China donated Fengyun receivers to Bangladesh (among other countries) to integrate it into the Fengyun satellite system, enabling it to receive signals from weather satellites. The system receives real-time data from Chinese and international meteorological satellites and broadcasts the information to the countries. The satellite network will also serve to better integrate the recipient countries with China. This project is linked to #35301, in which China trained satellite receiver operators.",Communications,"https://global.factiva.com/aa/?ref=CHNDLY0020060325e23p00008&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.nsmc.cma.gov.cn/NSMC_EN/CMACast/about.html, NGO/Civil Society/Advocacy; http://www.gov.cn/misc/2006-03/25/content_236443.htm, Government Source (Donor/Recipient)","https://global.factiva.com/aa/?ref=CHNDLY0020060325e23p00008&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",NA,,,,This is for a satellite which is not a subnational project,good code up,,country
33929,"Chinese Government provides RMB 239.6 million loan for Di-Ammonium Phosphate Fertilizer Plant Construction Project (Linked to Project ID #39369, #38969)","In 2000, the Chinese Government offered $53.29 million of debt financing to the Government of Bangladesh to build an 800 ton-per-day di-ammonia phosphate fertilizer plant in Chittagong. The total cost of the project was $59.21 million, and the Government of Bangladesh agreed to supply the remaining $6 million. Under a contract signed between China National Complete Plant Import and Export Corporation Limited (COMPLANT) and Bangladesh Chemical Industries Corporation (BCIC), the Chinese Government agreed to provide an RMB 200 million loan for the project. The loan agreement was finalized on September 13, 2000, and it carried the following terms: 20-year maturity, 10 year grace period, 0% interest rate. COMPLANT agreed to provide an additional $29.11 million from a supplier’s credit, which in turn funded with the proceeds from an export seller’s credit that it received (see Project ID#38969). A follow-on loan agreement with the Chinese Government for an “800 Metric Tons of 800 MT DI-AMMONIUM PHOSPHATE (DAP) Project” was signed on September 7, 2005 (see Government of Bangladesh loan ID# L1120050907a). This RMB 239,667,000 loan agreement carried the following terms: 16-year maturity, 4 year grace period, and a 2% interest rate. Construction of the di-ammonium phosphate fertilizer plant — known as Di-Ammonium Phosphate Fertiliser Company Ltd (DAPFCL) — was expected to begin at the end of 2000 and projected to commence operations within 30 months. However, the project did not commence until April 2004 and it was not completed until June 2006. In August 2016, an ammonia tank at the plant exploded, causing at least 50 people to fall sick from inhaling toxic gas. The emission of toxic ammonia at the fertilizer factory was brought under control on August 23, 2016, some 11 hours after one of two smaller 500-tonne capacity ammonia storage tanks exploded. Fifty people, including women, were admitted to the Chittagong Medical College Hospital (CMCH). BCIC, which now runs the factory, formed a 10-member committee to investigate the incident. Di-Ammonium Phosphate Fertiliser Company Ltd (DAPFCL) is located within the Anowara Upazilla (SubDistrict) of Chittagong Division. More detailed locational information is available at https://www.google.com/maps/place/Di-Ammonium+Phosphate+Fertilizer+Company/@22.219927,91.8293422,15z/data=!4m5!3m4!1s0x0:0x1b6c5969e926d431!8m2!3d22.219927!4d91.8293422 and http://ksblbd.com/wp-content/uploads/2020/04/Volume-I_Executive-Summary-of-ESIA-Report_KDDL_22-Nov-2019.pdf.STAFF_NOTE: The Government of Bangladesh loan ID# is L1120000913a. The Government of Bangladesh project title is “MTDP DI-AMMONIUM PHOSPHATE (DAP)","Industry, Mining, Construction","https://global.factiva.com/aa/?ref=lba0000020010821dw9e085lb&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=unibag0020010819dw75004ne&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=xnews00020010819dw7600d6o&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=bbcsae0020010804dw77000j1&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=chchre0020010805dw8g000l5&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=chcr000020010804dw8g000sp&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.ttcl.com/business/project_experiences/fertilizer, Implementing/Intermediary Agency Source; http://www.toyothaiusa.com/property/di-ammonium-phosphate-plant-project/, Implementing/Intermediary Agency Source; http://mall.cnki.net/magazine/article/HGKJ200009018.htm, Media Report, including Wikileaks; http://app.finance.ifeng.com/data/stock/ggzw/000151/7756353, Implementing/Intermediary Agency Source; http://m.theindependentbd.com/arcprint/details/58017/2016-08-29 , Media Report, including Wikileaks; https://en.prothomalo.com/bangladesh/Chinese-team-visits-damaged-fertiliser-plant, Media Report, including Wikileaks; https://erd.portal.gov.bd/sites/default/files/files/erd.portal.gov.bd/page/9d765e3d_3750_4746_a536_3c50755b7450/Tbl-7.2.pdf , Government Source (Donor/Recipient); https://erd.portal.gov.bd/sites/default/files/files/erd.portal.gov.bd/page/b09c0301_8d15_49e1_8af9_3231f08b8ad8/Tbl-7.2%20%281%29.pdf, Government Source (Donor/Recipient)","https://global.factiva.com/aa/?ref=lba0000020010821dw9e085lb&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=unibag0020010819dw75004ne&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=xnews00020010819dw7600d6o&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=bbcsae0020010804dw77000j1&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=chchre0020010805dw8g000l5&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=chcr000020010804dw8g000sp&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",Di-Ammonium Phosphate Fertiliser Company Ltd (DAPFCL) is located within the Anowara Upazilla (SubDistrict) of Chittagong Division.,,,,Location in location_details,good,https://gist.github.com/cbaehr/aa2936d009decc7724316b6990366371,district
34055,China donates bullet proof helmets and vests to Bangladesh police,"In March 2006, China handed over security gear (bullet proof vests and helmets) to the Bangladeshi police as a gesture of friendship. The handover took place between the Chinese Ambassador of Dhaka, Chai Xi, and Bangladesh State Minister for Home Affairs, Lutfozzaman Babar.",Government and Civil Society,"https://global.factiva.com/aa/?ref=UNIBAG0020060323e23m0000p&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","https://global.factiva.com/aa/?ref=UNIBAG0020060323e23m0000p&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",NA,,,,No indication of where the police resources went subnationally,good code up,,country
52873,China Eximbank provides RMB 1.2 billion government concessional loan for Procurement of 6 Oil Vessels Project (Linked to Project ID #55046 and #38342),"On November 14, 2016, China Eximbank and the Government of Bangladesh signed an RMB 1,200,000,000 government concessional loan (GCL) agreement for the  Procurement of 6 Oil Vessels Project.  The GCL carried the following terms: 2% interest rate, 20-year maturity, a grace period of 5 years. The Government of Bangladesh's loan identification number for the China Eximbank GCL is L1120161014A. The purpose of the project was for Bangladesh Shipping Corporation (BSC) to purchase 3 bulk oil tankers and 3 oil carriers from the China National Machinery Import and Export Corporation. Each ship will have a load of 39,000 tons. The 3 new bulk oil tankers and 3 oil carriers were built by the Yangzijiang Shipbuilding (Holdings) Ltd. for the Bangladesh Shipping Corporation (BSC), and they were expected to be delivered in 2018 to join the BSC's existing fleet of 8 ships. The keel laying for the first vessel was concluded on January 30, 2018. The second vessel — a bulk oil tanker — was launched from the slipway of New Yangzi shipyard on June 14, 2018. Two additional vessels were launched on July 25, 2018. Another vessel was launched on February 2, 2018. On January 22, 2019, a 39000DWT tanker was successfully delivered to BSC.  STAFF_NOTE: This project is also known as the 'Purchase of 6 Oil Ships Project'.  Given that the sixth vessel was successfully delivered to BSC on January 22, 2019, we status-code this project as complete and set the date to January 22, 2019.","Industry, Mining, Construction","https://global.factiva.com/du/article.aspx/?accessionno=JPSTEN0020161003eca3000mf&fcpil=en&napc=S&sa_from=&cat=a, Media Report, including Wikileaks; https://www.bairdmaritime.com/ship-world/dry-cargo-world/bulker-world/yangzijiang-launches-second-bulker-for-bangladesh-shipping-corporation/, Media Report, including Wikileaks; http://www.yzjship.com/en/news_info.asp?id=217, Implementing/Intermediary Agency Source; http://www.yzjship.com/en/news_info.asp?id=177, Implementing/Intermediary Agency Source; http://www.yzjship.com/en/news_info.asp?id=224, Implementing/Intermediary Agency Source; http://www.yzjship.com/en/news_info.asp?id=234, Implementing/Intermediary Agency Source; http://www.yzjship.com/en/news_info.asp?id=275, Implementing/Intermediary Agency Source; http://www.yzjship.com/en/news_info.asp?id=176, Implementing/Intermediary Agency Source; https://erd.portal.gov.bd/sites/default/files/files/erd.portal.gov.bd/page/b09c0301_8d15_49e1_8af9_3231f08b8ad8/Tbl-7.2.pdf, Government Source (Donor/Recipient); https://mof.portal.gov.bd/sites/default/files/files/mof.portal.gov.bd/page/f2d8fabb_29c1_423a_9d37_cdb500260002/Ch-11%20%20%28English-2019%29.pdf, Government Source (Donor/Recipient); https://mof.portal.gov.bd/sites/default/files/files/mof.portal.gov.bd/budget_mof/4d042eb5_638b_4f6c_ade1_ea0a02df82e2/152_Shipping_English.pdf, Government Source (Donor/Recipient); https://bsc.portal.gov.bd/sites/default/files/files/bsc.portal.gov.bd/news/c4ca72c6_80b0_4081_9fcf_c8245ef10cbb/news.pdf , Government Source (Donor/Recipient)","https://global.factiva.com/du/article.aspx/?accessionno=JPSTEN0020161003eca3000mf&fcpil=en&napc=S&sa_from=&cat=a, Media Report, including Wikileaks",NA,,,,This was to purchase ships that wouldn't be used in country,good code up,,country
33946,CMC provides $71 million supplier’s credit for Karnaphuli Paper Mills Modernization Project,"On May 7, 2001, China National Machinery Import and Export Corporation (CMC) signed supplier's credit agreement with the Government of Bangladesh for the Balancing, Modernisation, Rehabilitation and Expansion (BMRE) of the Karnaphuli Paper Mills in Chittagong. CMC, in turn, secured the funds for the supplier’s credit from an export seller’s credit from China Eximbank.  The total contract value was $84 million, and China Eximbank agreed to cover approximately 85% of the contract value, or $70.965 million. The supplier’s credit carried the following terms: 16-year maturity, 3 year grace period, and a 3.5% interest rate. The Government of Bangladesh’s loan identification number for this supplier’s credit is S1120010507a. The Karnaphuli Paper Mills BMRE Project was intended to expand the production capacity of Karnaphuli Paper Mills from 37500 metric tonnes to 85500 metric tonnes per year, as well as improve the output paper quality of the mill. In 2005, China reportedly agreed to convert the supplier's credit into a concessional loan. However, after the BNP-Jamaat alliance government assumed office, they “shelved” the project without explanation. The idea of the project resumed again in 2014, the loan was reportedly converted into a zero-interest loan worth $87 million. According to the Government of Bangladesh’s Economic Relations Division (ERD), none of the committed funding had been disbursed as of June 30, 2018, so we assume that this project never reached the implementation stage. The Karnaphuli Paper Mills is located in Chandraghona in Chittagong Division. Its exact locational coordinates are available at https://www.google.com/maps/place/Karnaphuli+Paper+Mills,+Bangladesh/@22.4757332,92.1399385,17z/data=!4m12!1m6!3m5!1s0x30ad377c631a5bef:0xd7607d5e9ae60257!2sKarnaphuli+Paper+Mills+Limited!8m2!3d22.4757283!4d92.1421272!3m4!1s0x30ad3628830dbb87:0xc92405ded13c4465!8m2!3d22.4760967!4d92.1413416STAFF_NOTE: We record the original terms of the supplier’s credit (as of 2001) in this record and not the amended terms.","Industry, Mining, Construction","https://global.factiva.com/aa/?ref=unibag0020010716dx57002ve&pp=1&fcpil=zhcn&napc=S&sa_from=, Media Report, including Wikileaks; http://bdnews24.com/business/2005/05/20/china-agrees-to-convert-suppliers-credit-into-concessionary-loan-for-bmre-of-kpm, Media Report, including Wikileaks; http://www.hawker.com.bd/news_details.php?news_id=390319&news_category_id=6&val_lan=, Media Report, including Wikileaks; http://www.observerbd.com/2014/12/20/61733.php, Media Report, including Wikileaks; http://newsfrombangladesh.net/view.php?hidRecord=55320, Media Report, including Wikileaks; https://erd.portal.gov.bd/sites/default/files/files/erd.portal.gov.bd/page/b09c0301_8d15_49e1_8af9_3231f08b8ad8/Tbl-7.3.pdf, Government Source (Donor/Recipient); http://news.sohu.com/49/23/news145412349.shtml, Media Report, including Wikileaks; https://thefinancialexpress.com.bd/trade/coronavirus-china-backed-projects-facing-disruption-1581740529, Media Report, including Wikileaks; https://erd.portal.gov.bd/sites/default/files/files/erd.portal.gov.bd/page/b09c0301_8d15_49e1_8af9_3231f08b8ad8/Tbl-7.3%20%281%29.pdf, Government Source (Donor/Recipient); http://www.observerbd.com/2014/12/20/61733.php, Media Report, including Wikileaks","https://global.factiva.com/aa/?ref=unibag0020010716dx57002ve&pp=1&fcpil=zhcn&napc=S&sa_from=, Media Report, including Wikileaks",The Karnaphuli Paper Mills is located in Chandraghona in Chittagong Division,,,,Location in location_details,good,https://gist.github.com/cbaehr/aa2936d009decc7724316b6990366371,district
53531,"China provides 500 miillion RMB grant for 1,000 fire department motorcycles","On October 14, 2016, China committed to grant 500 million RMB (approximately $73.29 million) for the modernization of Bangladesh's Fire Service and Civil Defence. The financial and technical cooperation agreement was signed during President Xi Jinping’s visit to Bangladesh, and is said to be part of the project of Disaster Emergency Operation Centre and Information Platform. The grant will provide for 1000 ‘water mist fire motorcycles’ fitted with modern technologies. The motorcycles will be able to maneuver through Dhaka's crowded streets. The PDF Named ""অনুদাৈ ও ঋণচুতির িাতিকা"" or ""List of Grants and Loans"" is a part of Bangladesh's Economic Relations Division's 2017 Annual report.  This PDF confirms the signing date.Chinese Commerce Ministry website reports in August, 2018 that a quality examination of the motorcycles was conducted on August 13-14, 2018, and the shipment is scheduled to be shipped from Tianjin Port on August 29 and is expected to arrive in Bangladesh at the end of September. The reports also identifies the implementing agency as the Jiujiang Fire Fighting Equipment Limited Company(九江消防装备有限公司).",Government and Civil Society,"https://erd.portal.gov.bd/sites/default/files/files/erd.portal.gov.bd/page/b09c0301_8d15_49e1_8af9_3231f08b8ad8/Tbl-6.00.pdf, Other Official Source (non-Donor, non-Recipient); http://en.ntvbd.com/bangladesh/39715/1000-fire-motorcycles-to-be-procured-with-Chinese-assistance, Media Report, including Wikileaks; https://erd.portal.gov.bd/sites/default/files/files/erd.portal.gov.bd/page/b09c0301_8d15_49e1_8af9_3231f08b8ad8/Tbl-3.12.pdf, Government Source (Donor/Recipient); https://erd.portal.gov.bd/sites/default/files/files/erd.portal.gov.bd/page/b4e54c5e_8c4b_4df5_b6cc_84ade7365591/6.1%20%281%29.pdf, Government Source (Donor/Recipient); https://erd.portal.gov.bd/sites/default/files/files/erd.portal.gov.bd/page/b4e54c5e_8c4b_4df5_b6cc_84ade7365591/6.12.8_As, Government Source (Donor/Recipient); http://www.theindependentbd.com/arcprint/details/68236/2016-11-14, Media Report, including Wikileaks; https://erd.portal.gov.bd/sites/default/files/files/erd.portal.gov.bd/page/b4e54c5e_8c4b_4df5_b6cc_84ade7365591/6.12.8_Asia%20%281%29.pdf, Government Source (Donor/Recipient); http://www.mofcom.gov.cn/article/shangwubangzhu/201809/20180902786272.shtml, Government Source (Donor/Recipient)",NA,Dhaka,,,,Cant confirm that these motorcycles were just in Dhaka,good code up,,country
38701,China to conduct hybrid rice technology training program for agricultural technicians in Bangladesh,"On May 17, 2008, an opening ceremony for a hybrid rice technology training program funded by the Ministry of Science and Technology was held in Bangladesh. The one-month training program will involve technological training for over 30 Bangladesh agricultural technicians.","Agriculture, Forestry and Fishing","http://bd.chineseembassy.org/chn/xwdt/t454457.htm, Government Source (Donor/Recipient)",NA,NA,,,,This training was meant for farmers throughout the country,good code up,,country
69124,Guangzhou International Economic & Technical Cooperation Company (GIETC) gives $60 million suppliers credit for Greater Dhaka Electricity Distribution Project (part IV),"In 2001, the Government of Bangladesh received supplier's credit worth $60 million from Guangzhou International Economic & Technical Cooperation Company (GIETC) for the Expansion and Rehabilitation of 132 KV 33 KV Transmission Line under Phase IV of the Greater Dhaka Electricity Distribution Project. The supplier's credit agreement was reportedly finalized on June 30, 2001. The Government of Bangladesh provided a sovereign guarantee for the supplier's credit on June 17, 2001. The purpose of this project was to construct a nine kilometer 132 KV power supply line, a nine kilometer 132 KV underground cable, a 17 kilometer 33 KV overhead line, a 33 kilometer 33 KV underground cable, and install three 132/33 KV substations with a capacity of 450 MVA. Additionally, through the project, 268 switching stations (11 KV), 82 panels ( 11 KV), a 437.25 kilometer 11 KV underground and aerial cable with necessary accessories, and 1500 pole-mounted sub-stations were to be installed by GIETC. The expected completion date of the project was June 30, 2003. STAFF_NOTE: The Chinese project title is 孟加拉大达卡地区输变电第四期工程国际",Energy Generation and Supply,"https://mof.portal.gov.bd/sites/default/files/files/mof.portal.gov.bd/page/e9e8a8c8_8a8b_4536_a18b_fc5ca696650a/St_6a1_en.pdf, Government Source (Donor/Recipient); https://www.dropbox.com/s/33zi6rk7htcmbl5/%E5%AD%9F%E5%8A%A0%E6%8B%89%E5%A4%A7%E8%BE%BE%E5%8D%A1%E5%9C%B0%E5%8C%BA%E8%BE%93%E5%8F%98%E7%94%B5%E7%AC%AC%E5%9B%9B%E6%9C%9F%E5%B7%A5%E7%A8%8B%E5%9B%BD%E9%99%85%E5%B7%A5%E7%A8%8B%E9%A1%B9%E7%9B%AE%20-%20%E5%AD%9F%E5%8A%A0%E6%8B%89%E5%A4%A7%E8%BE%BE%E5%8D%A1%E5%9C%B0%E5%8C%BA%E8%BE%93%E5%8F%98%E7%94%B5%E7%AC%AC%E5%9B%9B%E6%9C%9F%E5%B7%A5%E7%A8%8B%E5%9B%BD%E9%99%85%E5%B7%A5%E7%A8%8B%E9%A1%B9%E7%9B%AE-Achievements-GIETC.pdf?dl=0, Implementing/Intermediary Agency Source; http://www.mccibd.org/pages/desa-chinese-firm-sign-contract-on-power-project.php, Government Source (Donor/Recipient)",NA,NA,,,,This project serviced electricity infrastructure in Dhaka,good,https://gist.github.com/cbaehr/ff09e0dd5b986b5a7070154452a14362,district
