"project_id","title","description","crs_sector_name","sources","factiva_sources","GEO_sources","GEO_notes","Christian.Notes","level","X","Y","name","name_type","GID","country"
46959,"China donates $10M in earthquake aid to Nepal","In 2015, China announced it would donate $10 million in earthquake relief to Nepal. However, as of March 2016, only $5,093,531 had been given.","Emergency Response","http://amis.mof.gov.np/aim/viewActivityPreview.do~public=true~pageId=2~activityId=17082~language=en, Other Official Source (non-Donor, non-Recipient); http://kathmandupost.ekantipur.com/printedition/news/2015-07-23/china-to-gift-10m-for-post-quake-rebuilding.html, Media Report, including Wikileaks; https://fts.unocha.org/flows/127958?search_results=data-search%2Fresults%2Foutgoing%3FusageYears%3D2013%252C2014%252C2015%252C2016%252C2017%26locations%3D46%26f%255B0%255D%3DdestinationLocationIdName%253A%2522156%253ANepal%2522%26search_type%3Ddirectional, Other Official Source (non-Donor, non-Recipient)",NA,"","","good code up","country",NA,NA,"Nepal","Country","Country","Nepal"
34352,"China signs agreement on infrastructure grant with Nepal","On May 14, 2001 China and Nepal signed six agreements, including one for an infrastructure grant.","Industry, Mining, Construction","https://global.factiva.com/aa/?ref=aprs000020010710dx5e07e6w&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=bbcapp0020010709dx5f00cow&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=bbcapp0020010709dx5h00buj&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","https://global.factiva.com/aa/?ref=aprs000020010710dx5e07e6w&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=bbcapp0020010709dx5f00cow&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=bbcapp0020010709dx5h00buj&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","","","good code up","country",NA,NA,"Nepal","Country","Country","Nepal"
53155,"PetroChina Granted 1.2 Million Liters Petroleum to Nepal (linked to #53157)","On October 28, 2015, China National United Oil Corporation signed a memorandum of understanding with Nepal Oil Corporation (NOC) to grant 1.2 million liters of petroleum to Nepal. On October 31, 2015, China handed over the oil. The grant aimed at helping relieve the acute energy shortage in Nepal. 'We have received 73.5 metric tons of petrol from China in these two days,' NOC spokesperson Deepak Baral told Xinhua. In December of the same year, China provided an additional 1.4 million liters (captured in project (#53157)","Energy Generation and Supply","https://global-factiva-com.proxy.wm.edu/redir/default.aspx?P=sa&an=ATHIMT0020151028ebas0003o&cat=a&ep=ASE, Media Report, including Wikileaks; https://economictimes.indiatimes.com/news/international/world-news/nepal-receives-first-consignment-of-petrol-from-china/articleshow/49629852.cms, Media Report, including Wikileaks; http://www.xinhuanet.com//world/2015-11/04/c_128392390.htm, Media Report, including Wikileaks","https://global-factiva-com.proxy.wm.edu/redir/default.aspx?P=sa&an=ATHIMT0020151028ebas0003o&cat=a&ep=ASE, Media Report, including Wikileaks","https://economictimes.indiatimes.com/news/international/world-news/nepal-receives-first-consignment-of-petrol-from-china/articleshow/49629852.cms","","good code up","country",NA,NA,"Nepal","Country","Country","Nepal"
38760,"China donates 6000 books to schools in Nepal","In August 2009, Chinese Language Council International (Hanban) donated more than 6,000 books about Chinese language and culture to several primary and secondary schools to help Nepali students learn more about China and become interested in promoting the friendship between Nepal and China.","Education","http://np.china-embassy.org/eng/Culture/wh/t579907.htm, Government Source (Donor/Recipient); http://np.china-embassy.org/eng/Education/t579907.htm, Government Source (Donor/Recipient)",NA,"","","good code up","country",NA,NA,"Nepal","Country","Country","Nepal"
34437,"Chinese Government provides RMB 10 million grant for the provision of supplies to support Nepal's General Elections","In 2013, the Chinese Government and the Government of Nepal signed letters of exchange on the provision of logistical materials and office supplies to support the Constituent Assembly Election. The value of the donated materials was RMB 10 million (approximately NRS 154.1 million). On September 27, 2013, a plane with the election materials arrived in Kathmandu, including ballot papers and office materials. China's Ambassador to Nepal, Wu Chuntai, and Joint Secretary of Nepal's Election Commission, Maheshow Neupane, were present at the airport to receive the donation. These materials were be used for the conduction of the Nepal's 27th general elections on November 19, 2013.","Government and Civil Society","https://global.factiva.com/redir/default.aspx?P=sa&an=HTREPB0020130625e96p0008g&cat=a&ep=ASE, Media Report, including Wikileaks; https://global.factiva.com/redir/default.aspx?P=sa&an=XNEWS00020130927e99r002xm&cat=a&ep=ASE, Media Report, including Wikileaks; http://np.mofcom.gov.cn/article/jmxw/201309/20130900328264.shtml, Government Source (Donor/Recipient); http://np.mofcom.gov.cn/article/jmxw/201310/20131000342292.shtml, Government Source (Donor/Recipient); https://web.archive.org/web/20180904133629/https://amis.mof.gov.np/portal/node/9, Government Source (Donor/Recipient); http://np.china-embassy.org/chn/xwdt/t1082537.htm, Government Source (Donor/Recipient); http://np.chineseembassy.org/chn/xwdt/t1082493.htm, Government Source (Donor/Recipient); http://np.mofcom.gov.cn/article/jmxw/201309/20130900328264.shtml, Government Source (Donor/Recipient)","https://global.factiva.com/redir/default.aspx?P=sa&an=HTREPB0020130625e96p0008g&cat=a&ep=ASE, Media Report, including Wikileaks; https://global.factiva.com/redir/default.aspx?P=sa&an=XNEWS00020130927e99r002xm&cat=a&ep=ASE, Media Report, including Wikileaks","","","good code up","country",NA,NA,"Nepal","Country","Country","Nepal"
38775,"China donates emergency food aid to Nepal after earthquake","In 2015, the Tibet Frontier Corps at Nyalam Checkpoints donated 2kg of rice, 3200kg of salt and 200 boxes of instant noodles to Nepal. These items are to be distributed by the Nepali armed force and police force to areas severely affected by the April 2015 7.3 magnitude earthquake.","Emergency Response","http://np.china-embassy.org/chn/xwdt/t1272891.htm, Government Source (Donor/Recipient)",NA,"","","good code up","country",NA,NA,"Nepal","Country","Country","Nepal"
34409,"China donates wushu kits worth Rs 5 million to Nepal","In April 2010, China donated wushu kits worth 5 million Nepalese Rupees to the Nepal Wushu Association at the 11th South Asian Games. Chinese Ambassador to Nepal Qiu Guohong handed over the kits to Nepali Youth and Sports Minister Ganesh Nepali.","Other Social infrastructure and services","https://global-factiva-com.proxy.wm.edu/aa/?ref=ATHIMT0020100403e6420000b&pp=1&fcpil=zhcn&napc=S&sa_from=, Media Report, including Wikileaks; http://www.ekantipur.com/the-kathmandu-post/2010/04/02/Sports/SPORTSBAR/206817/, Media Report, including Wikileaks","https://global-factiva-com.proxy.wm.edu/aa/?ref=ATHIMT0020100403e6420000b&pp=1&fcpil=zhcn&napc=S&sa_from=, Media Report, including Wikileaks","","","good code up","country",NA,NA,"Nepal","Country","Country","Nepal"
34343,"China signs agreement on infrastructure grants with Nepal","In February 2000, China and Nepal signed an agreement for China to provide grants for infrastructure projects in Nepal.","Industry, Mining, Construction","https://global.factiva.com/aa/?ref=xnews00020010818dw2g01i3y&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=bbcsap0020010804dw2g006lz&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","https://global.factiva.com/aa/?ref=xnews00020010818dw2g01i3y&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=bbcsap0020010804dw2g006lz&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","","","good code up","country",NA,NA,"Nepal","Country","Country","Nepal"
34384,"China donates 1.3 million USD worth of logistic materials for the constituent assembly election in Nepal","In July 2007, Chinese Assistant Minister of Commerce Wang Chao and Nepali Prime Minister Girija Prasad Koirala signed letters of exchange on China's logistic materials aid worth 1.3 million USD for the November 2007 constituent assembly elections. In November 2007, China handed over the logistic materials for the elections and both parties signed and exchanged the delivery and receipt certificates.","Government and Civil Society","https://global.factiva.com/aa/?ref=XNEWS00020070726e37q000b7&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=PRTRIN0020070726e37p0005y&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://en.people.cn/90001/90776/6224613.html, Media Report, including Wikileaks; http://np.china-embassy.org/eng/ChinaNepal/t380869.htm, Government Source (Donor/Recipient)","https://global.factiva.com/aa/?ref=XNEWS00020070726e37q000b7&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=PRTRIN0020070726e37p0005y&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","","","good code up","country",NA,NA,"Nepal","Country","Country","Nepal"
38351,"200 million yuan grant for economic and technical assistance as part of a 750 million grant (linked to project #34429)","In 2012, China signed an agreement to provide an annual grant assistance of 200 million RMB to Nepal as part of a 750 million RMB three years grant assistance under their Economic and Technical Cooperation Agreement. According to the export of AMP report in December 2018, the actual amount committed is 31,480,199 USD. The project is part of a larger cooperation grant agreement, linked to project #34429.","Unallocated / Unspecified","http://np.mofcom.gov.cn/article/zxhz/sbmy/201203/20120308020050.shtml, Government Source (Donor/Recipient); http://www.idsa.in/idsacomments/ChinesePMinNepalAshortvisitbutalongtrail_NiharNayak_180112.html, NGO/Civil Society/Advocacy; http://www.firstpost.com/fwire/world-fwire/china-offers-usd-135-mln-aid-to-nepal-182353.html, Media Report, including Wikileaks; http://cpc.people.com.cn/GB/64093/82429/83083/16784842.html, Media Report, including Wikileaks",NA,"https://www.idsa.in/idsacomments/ChinesePMinNepalAshortvisitbutalongtrail_NiharNayak_180112","The economic assistance is intentioned for the whole country. Because the grant is not for specific districts, I coded up the the country level.","good code up","country",NA,NA,"Nepal","Country","Country","Nepal"
38414,"China makes first donation to Nepal worth 20 million RMB for earthquake relief (Linked to project #38415, #38417)","On 25 April 2015, a massive earthquake hit Nepal. On 27 April, the Chinese Embassy in Nepal posted a press release announcing that the Chinese government had decided to donate disaster relief materials worth 20 million RMB to Nepal. This donation-- including 1,600 tents, 10,000 blankets, 327 generators, and other urgently needed supplies-- were shipped on a planes on 28 and 29 April 2015. The United Nations Office for the Coordination of Humanitarian Affairs (OCHA) Financial Tracking Service flow ID #127958 captures the aggregate amount of round two and three for a total of 60 million RMB. The Chinese government donated two more rounds of disaster relief packages. The second round worth 40 million RMB is captured in project #38415, and the third worth 80 million RMB is described in project #38417.","Emergency Response","http://np.mofcom.gov.cn/article/jmxw/201504/20150400955442.shtml, Government Source (Donor/Recipient); http://np.mofcom.gov.cn/article/jmxw/201504/20150400955443.shtml, Government Source (Donor/Recipient); http://news.xinhuanet.com/english/2015-04/27/c_134188265.htm, Media Report, including Wikileaks; http://www.chinadaily.com.cn/china/2015-04/26/content_20546160.htm, Media Report, including Wikileaks; http://news.xinhuanet.com/english/2015-04/26/c_134186099.htm, Media Report, including Wikileaks; http://news.xinhuanet.com/english/2015-04/27/c_134188698.htm, Media Report, including Wikileaks; http://www.china-un.org/eng/gdxw/t1264385.htm, Other Official Source (non-Donor, non-Recipient); http://np.china-embassy.org/chn/xwdt/t1264175.htm, Government Source (Donor/Recipient); http://yws.mofcom.gov.cn/article/b/x/201504/20150400954612.shtml, Government Source (Donor/Recipient); https://global.factiva.com/redir/default.aspx?P=sa&an=PHILNA0020150430eb4t0009t&cat=a&ep=ASE, Media Report, including Wikileaks; https://global-factiva-com.proxy.wm.edu/redir/default.aspx?P=sa&an=PARALL0020150429eb4s000gr&cat=a&ep=ASE, Media Report, including Wikileaks; http://np.mofcom.gov.cn/article/jmxw/201802/20180202712785.shtml, Government Source (Donor/Recipient); https://fts.unocha.org/flows/127958?destination=donors/2976/flows/2015%3Ff%255B0%255D%3DdestinationEmergencyIdName%253A%2522629%253ANEPAL%2520-%2520Earthquake%2520-%2520April%25202015%2522, Other Official Source (non-Donor, non-Recipient)","https://global.factiva.com/redir/default.aspx?P=sa&an=PHILNA0020150430eb4t0009t&cat=a&ep=ASE, Media Report, including Wikileaks; https://global-factiva-com.proxy.wm.edu/redir/default.aspx?P=sa&an=PARALL0020150429eb4s000gr&cat=a&ep=ASE, Media Report, including Wikileaks","http://np.mofcom.gov.cn/article/jmxw/201504/20150400955442.shtml","The earthquake that prompted the Aid affected the whole country. The care packages reflected in this project did not seem to be directed to a specific region of Nepal. Because of this, I coded up to the country level to reflect that the aid went to earthquake relief across the country.","good code up","country",NA,NA,"Nepal","Country","Country","Nepal"
